Id,LotArea,Street,LotConfig,Neighborhood,BldgType,HouseStyle,YearBuilt,YearRemodAdd,RoofStyle,Electrical,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,GarageType,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Y_renew
755,7930,Pave,Inside,NAmes,1Fam,1Story,1969,2005,Gable,SBrkr,1026,3,5,Detchd,7,2009,WD,Normal,156000,4
756,3230,Pave,Inside,Somerst,TwnhsE,2Story,1999,1999,Gable,SBrkr,1471,3,6,Detchd,3,2009,WD,Normal,172500,10
757,10769,Pave,Inside,CollgCr,1Fam,2Story,2007,2007,Gable,SBrkr,1768,3,7,Attchd,4,2009,WD,Normal,212000,2
758,11616,Pave,CulDSac,Sawyer,1Fam,2Story,1978,1978,Hip,SBrkr,1386,3,6,Attchd,4,2010,WD,Abnorml,158900,32
759,2280,Pave,Inside,Somerst,Twnhs,2Story,1999,1999,Gable,SBrkr,1501,3,6,Detchd,8,2008,WD,Normal,179400,9
760,12257,Pave,Inside,NoRidge,1Fam,2Story,1995,1995,Gable,SBrkr,2531,4,9,Attchd,11,2007,WD,Normal,290000,12
761,9100,Pave,Inside,NAmes,1Fam,1Story,1959,1959,Hip,SBrkr,864,2,5,Detchd,10,2009,WD,Normal,127500,50
762,6911,Pave,FR2,BrkSide,1Fam,1Story,1924,1950,Gable,SBrkr,1301,2,5,Detchd,10,2009,WD,Normal,100000,59
763,8640,Pave,Inside,Somerst,1Fam,2Story,2009,2009,Gable,SBrkr,1547,3,7,Attchd,6,2010,Con,Normal,215200,1
764,9430,Pave,Inside,NoRidge,1Fam,2Story,1999,1999,Gable,SBrkr,2365,3,8,Attchd,7,2009,WD,Normal,337000,10
765,9549,Pave,CulDSac,Veenker,TwnhsE,1Story,1995,1996,Hip,SBrkr,1494,2,6,Attchd,4,2006,WD,Normal,270000,10
766,14587,Pave,Inside,Somerst,1Fam,1Story,2008,2008,Gable,SBrkr,1506,2,6,Attchd,8,2008,New,Partial,264132,0
767,10421,Pave,Inside,NWAmes,1Fam,2Story,1988,1988,Gable,SBrkr,1714,3,7,Attchd,3,2010,WD,Normal,196500,22
768,12508,Pave,Inside,Mitchel,1Fam,1.5Fin,1940,1985,Gable,SBrkr,1750,4,7,Attchd,7,2008,WD,Normal,160000,23
769,9100,Pave,Inside,CollgCr,1Fam,1Story,2004,2005,Hip,SBrkr,1836,3,8,Attchd,10,2006,WD,Normal,216837,1
770,53504,Pave,CulDSac,StoneBr,1Fam,2Story,2003,2003,Hip,SBrkr,3279,4,12,BuiltIn,6,2010,WD,Normal,538000,7
771,7252,Pave,CulDSac,Sawyer,1Fam,SFoyer,1982,1982,Hip,SBrkr,858,2,5,Detchd,4,2009,WD,Normal,134900,27
772,8877,Pave,Inside,Edwards,1Fam,1Story,1951,1951,Gable,FuseF,1220,2,6,Detchd,4,2006,COD,Normal,102000,55
773,7819,Pave,Inside,Edwards,1Fam,SLvl,1976,1976,Gable,SBrkr,1117,3,6,Detchd,3,2010,WD,Abnorml,107000,34
774,10150,Pave,Inside,NAmes,1Fam,1Story,1958,1958,Gable,FuseA,912,2,5,Attchd,7,2007,COD,Normal,114500,49
775,14226,Pave,Corner,NridgHt,1Fam,1Story,2006,2006,Hip,SBrkr,1973,3,9,Attchd,7,2007,New,Partial,395000,1
776,4500,Pave,FR2,Mitchel,TwnhsE,1Story,1998,1998,Hip,SBrkr,1204,2,5,Attchd,6,2009,WD,Normal,162000,11
777,11210,Pave,Inside,CollgCr,1Fam,1Story,2005,2006,Gable,SBrkr,1614,3,7,Attchd,7,2006,New,Partial,221500,0
778,13350,Pave,Inside,Sawyer,1Fam,1Story,1974,1974,Hip,SBrkr,894,3,5,Attchd,6,2006,WD,Normal,142500,32
779,8400,Pave,Inside,SawyerW,Duplex,1Story,1977,1977,Gable,SBrkr,2020,4,10,Detchd,10,2007,WD,Normal,144000,30
780,10530,Pave,Inside,Mitchel,Duplex,SFoyer,1977,1977,Gable,SBrkr,1004,2,4,Attchd,5,2006,WD,Normal,135000,29
781,7875,Pave,Inside,Gilbert,1Fam,1Story,1995,1996,Gable,SBrkr,1253,3,6,Attchd,6,2007,WD,Normal,176000,11
782,7153,Pave,Inside,SawyerW,1Fam,2Story,1992,1992,Gable,SBrkr,1603,3,7,Attchd,7,2006,WD,Normal,175900,14
783,16285,Pave,Inside,CollgCr,1Fam,1Story,2001,2002,Gable,SBrkr,1430,3,6,Attchd,6,2009,WD,Normal,187100,7
784,9101,Pave,Corner,Mitchel,1Fam,SFoyer,1978,1978,Gable,SBrkr,1110,1,4,Attchd,7,2009,WD,Normal,165500,31
785,6300,Pave,Inside,OldTown,1Fam,2.5Unf,1914,2001,Gable,SBrkr,1484,3,9,NA,6,2008,WD,Normal,128000,7
786,9790,Pave,Inside,NWAmes,1Fam,1Story,1967,1967,Gable,SBrkr,1342,3,7,Attchd,9,2009,WD,Normal,161500,42
787,10800,Pave,Inside,OldTown,1Fam,1.5Fin,1915,1950,Gable,SBrkr,1652,4,7,Detchd,6,2010,WD,Normal,139000,60
788,10142,Pave,Inside,SawyerW,1Fam,2Story,2004,2004,Gable,SBrkr,2084,4,8,BuiltIn,1,2010,WD,Normal,233000,6
789,6000,Pave,Corner,OldTown,1Fam,1Story,1954,2000,Gable,SBrkr,901,2,4,Detchd,8,2008,WD,Normal,107900,8
790,12205,Pave,Inside,ClearCr,1Fam,2Story,1966,2007,Gable,SBrkr,2087,5,9,Attchd,7,2007,WD,Normal,187500,0
791,3182,Pave,Inside,Blmngtn,TwnhsE,1Story,2005,2006,Gable,SBrkr,1145,2,5,Attchd,9,2009,WD,Normal,160200,3
792,11333,Pave,Corner,Mitchel,1Fam,SLvl,1976,1976,Gable,SBrkr,1062,3,5,Attchd,5,2007,WD,Normal,146800,31
793,9920,Pave,CulDSac,NoRidge,1Fam,2Story,1996,1997,Gable,SBrkr,2013,3,8,Attchd,6,2007,WD,Normal,269790,10
794,9158,Pave,Inside,Somerst,1Fam,1Story,2007,2007,Gable,SBrkr,1496,3,7,Attchd,6,2007,New,Partial,225000,0
795,10832,Pave,Corner,Gilbert,1Fam,2Story,1994,1996,Gable,SBrkr,1895,3,7,Attchd,10,2008,WD,Normal,194500,12
796,8400,Pave,Inside,SawyerW,1Fam,2Story,1980,1981,Gable,SBrkr,1564,3,7,Attchd,4,2010,WD,Normal,171000,29
797,8197,Pave,Inside,Sawyer,1Fam,1Story,1977,1977,Gable,SBrkr,1285,3,7,Attchd,4,2007,WD,Normal,143500,30
798,7677,Pave,Inside,NAmes,1Fam,1Story,1953,1953,Gable,SBrkr,773,2,4,Attchd,4,2008,WD,Abnorml,110000,55
799,13518,Pave,Inside,NridgHt,1Fam,2Story,2008,2009,Hip,SBrkr,3140,4,11,BuiltIn,7,2009,New,Partial,485000,0
800,7200,Pave,Corner,SWISU,1Fam,1.5Fin,1937,1950,Gable,SBrkr,1768,3,7,Detchd,6,2007,WD,Normal,175000,57
801,12798,Pave,Inside,ClearCr,1Fam,2Story,1997,1997,Gable,SBrkr,1688,4,8,Attchd,5,2008,WD,Normal,200000,11
802,4800,Pave,Inside,IDOTRR,1Fam,1Story,1916,1990,Gable,FuseA,1196,2,5,Detchd,7,2007,WD,Normal,109900,17
803,8199,Pave,Inside,CollgCr,1Fam,2Story,2005,2005,Gable,SBrkr,1456,3,7,Attchd,10,2008,WD,Normal,189000,3
804,13891,Pave,Inside,NridgHt,1Fam,2Story,2008,2009,Hip,SBrkr,2822,4,12,BuiltIn,1,2009,New,Partial,582933,0
805,9000,Pave,Inside,NAmes,1Fam,1Story,1954,1954,Gable,SBrkr,1128,2,5,Attchd,6,2006,WD,Family,118000,52
806,12274,Pave,FR2,Somerst,1Fam,1Story,2008,2008,Gable,SBrkr,1428,3,6,Attchd,7,2008,New,Partial,227680,0
807,9750,Pave,Inside,NAmes,1Fam,SLvl,1967,1967,Gable,SBrkr,980,3,6,Attchd,10,2006,WD,Normal,135500,39
808,21384,Pave,Inside,BrkSide,1Fam,2Story,1923,2004,Gable,SBrkr,1576,3,6,Attchd,5,2009,WD,Normal,223500,5
809,13400,Pave,Inside,NAmes,1Fam,SLvl,1966,1966,Gable,SBrkr,1086,3,6,Attchd,6,2006,WD,Normal,159950,40
810,8100,Pave,Corner,OldTown,1Fam,2.5Unf,1898,1965,Hip,FuseA,2138,2,11,Detchd,11,2009,WD,Normal,106000,44
811,10140,Pave,Inside,NWAmes,1Fam,1Story,1974,1999,Hip,SBrkr,1309,3,5,Attchd,1,2006,WD,Normal,181000,7
812,4438,Pave,Inside,CollgCr,TwnhsE,1Story,2004,2004,Gable,SBrkr,848,1,4,Attchd,6,2008,ConLD,Normal,144500,4
813,8712,Grvl,Inside,IDOTRR,1Fam,1Story,1952,1952,Hip,FuseA,1044,2,4,Basment,6,2010,WD,Alloca,55993,58
814,9750,Pave,Inside,NAmes,1Fam,1Story,1958,1958,Gable,SBrkr,1442,4,7,Attchd,4,2007,COD,Normal,157900,49
815,8248,Pave,Inside,Edwards,1Fam,1.5Fin,1918,1950,Gable,SBrkr,1250,3,7,Detchd,7,2006,WD,Normal,116000,56
816,12137,Pave,CulDSac,CollgCr,1Fam,1Story,1998,1998,Gable,SBrkr,1661,3,6,Attchd,5,2010,WD,Normal,224900,12
817,11425,Pave,Corner,NAmes,1Fam,1Story,1954,1954,Gable,SBrkr,1008,2,4,Attchd,7,2006,WD,Normal,137000,52
818,13265,Pave,CulDSac,Mitchel,1Fam,1Story,2002,2002,Hip,SBrkr,1689,3,7,Attchd,7,2008,WD,Normal,271000,6
819,8816,Pave,Inside,ClearCr,1Fam,SLvl,1971,1971,Gable,SBrkr,1052,3,6,Attchd,6,2010,WD,Normal,155000,39
820,6371,Pave,Inside,NridgHt,TwnhsE,1Story,2009,2010,Gable,SBrkr,1358,2,6,Attchd,6,2010,New,Partial,224000,0
821,7226,Pave,CulDSac,CollgCr,1Fam,2Story,2003,2003,Gable,SBrkr,1640,3,6,Attchd,6,2008,WD,Normal,183000,5
822,6000,Pave,Inside,OldTown,2fmCon,1Story,1953,1953,Gable,SBrkr,936,2,4,Detchd,2,2009,WD,Normal,93000,56
823,12394,Pave,Corner,Gilbert,1Fam,2Story,2003,2003,Gable,SBrkr,1733,3,7,BuiltIn,10,2007,WD,Family,225000,4
824,9900,Pave,Inside,SWISU,1Fam,1.5Fin,1940,1950,Gable,SBrkr,1489,3,7,Detchd,7,2009,WD,Normal,139500,59
825,11216,Pave,Inside,Somerst,1Fam,1Story,2006,2006,Gable,SBrkr,1489,3,7,Attchd,6,2006,New,Partial,232600,0
826,14803,Pave,Inside,NridgHt,1Fam,1Story,2007,2008,Hip,SBrkr,2084,2,7,Attchd,6,2008,New,Partial,385000,0
827,6130,Pave,Inside,BrkSide,1Fam,1.5Unf,1924,1950,Gable,SBrkr,784,2,5,NA,5,2008,WD,Normal,109500,58
828,8529,Pave,Inside,SawyerW,1Fam,1Story,2001,2001,Gable,SBrkr,1434,3,6,Attchd,4,2009,WD,Normal,189000,8
829,28698,Pave,CulDSac,ClearCr,1Fam,2Story,1967,1967,Flat,SBrkr,2126,3,7,Attchd,6,2009,WD,Abnorml,185000,42
830,2544,Pave,Inside,Somerst,Twnhs,2Story,2005,2005,Gable,SBrkr,1223,2,4,Detchd,7,2006,WD,Normal,147400,1
831,11900,Pave,Corner,NAmes,1Fam,1Story,1957,1957,Gable,FuseA,1392,3,6,Attchd,6,2008,WD,Normal,166000,51
832,3180,Pave,Inside,Somerst,TwnhsE,2Story,2005,2005,Gable,SBrkr,1200,2,4,Detchd,6,2006,WD,Normal,151000,1
833,9548,Pave,CulDSac,CollgCr,1Fam,2Story,2003,2003,Gable,SBrkr,1829,3,7,Attchd,1,2010,WD,Normal,237000,7
834,10004,Pave,Inside,NAmes,1Fam,1Story,1964,1964,Gable,SBrkr,1516,3,6,Attchd,2,2009,WD,Normal,167000,45
835,7875,Pave,Inside,NAmes,1Fam,1Story,1961,1961,Gable,SBrkr,1144,3,6,Attchd,9,2008,WD,Normal,139950,47
836,9600,Pave,Inside,Sawyer,1Fam,1Story,1950,1995,Gable,SBrkr,1067,2,4,Attchd,2,2010,WD,Normal,128000,15
837,8100,Pave,Inside,OldTown,1Fam,1Story,1948,1973,Gable,SBrkr,1559,2,5,Detchd,6,2007,COD,Normal,153500,34
838,1680,Pave,Inside,BrDale,Twnhs,2Story,1973,1973,Gable,SBrkr,987,2,5,Detchd,11,2008,WD,Normal,100000,35
839,9525,Pave,Inside,CollgCr,1Fam,1Story,1995,2006,Gable,SBrkr,1099,3,6,Attchd,6,2008,WD,Normal,144000,2
840,11767,Pave,Inside,Edwards,1Fam,1.5Fin,1946,1995,Gable,SBrkr,1200,3,6,Detchd,5,2008,WD,Normal,130500,13
841,12155,Pave,Inside,SWISU,1Fam,2Story,1925,1950,Gable,SBrkr,1482,4,7,Detchd,3,2008,WD,Normal,140000,58
842,10440,Pave,Inside,OldTown,1Fam,2Story,1904,2002,Gable,SBrkr,1539,3,8,Detchd,6,2008,WD,Normal,157500,6
843,9020,Pave,Inside,NAmes,1Fam,SLvl,1966,1966,Gable,SBrkr,1165,3,6,Attchd,5,2008,WD,Normal,174900,42
844,8000,Pave,Corner,NAmes,Duplex,1Story,1961,1961,Gable,SBrkr,1800,6,10,NA,7,2007,WD,Normal,141000,46
845,12665,Pave,Inside,OldTown,1Fam,1.5Fin,1915,1950,Gable,SBrkr,1416,4,7,Detchd,6,2008,WD,Normal,153900,58
846,16647,Pave,CulDSac,Sawyer,1Fam,SFoyer,1975,1981,Gable,SBrkr,1701,3,6,Basment,1,2007,WD,Normal,171000,26
847,9317,Pave,Inside,SawyerW,1Fam,2Story,1993,1993,Gable,SBrkr,1775,3,7,Attchd,7,2009,WD,Normal,213000,16
848,15523,Pave,CulDSac,CollgCr,1Fam,1Story,1972,1972,Gable,SBrkr,864,3,5,Attchd,8,2009,WD,Normal,133500,37
849,45600,Pave,Inside,ClearCr,1Fam,1.5Fin,1908,1997,Gable,SBrkr,2358,5,10,Detchd,9,2008,WD,Normal,240000,11
850,9600,Pave,FR2,Veenker,1Fam,SLvl,1976,1994,Hip,SBrkr,1855,3,7,Attchd,8,2007,WD,Normal,187000,13
851,4435,Pave,Inside,CollgCr,TwnhsE,1Story,2003,2003,Gable,SBrkr,848,1,3,Attchd,11,2007,WD,Normal,131500,4
852,3196,Pave,Inside,Blmngtn,TwnhsE,1Story,2003,2003,Gable,SBrkr,1456,2,7,Attchd,5,2006,WD,Normal,215000,3
853,7128,Pave,Inside,Crawfor,1Fam,2.5Unf,1941,1950,Gable,SBrkr,1646,4,7,Detchd,8,2007,WD,Normal,164000,57
854,12095,Pave,Corner,NAmes,1Fam,SLvl,1964,1964,Gable,SBrkr,1445,3,7,Attchd,8,2009,WD,Normal,158000,45
855,17920,Pave,Inside,Sawyer,1Fam,1Story,1955,1974,Hip,SBrkr,1779,3,6,Attchd,7,2006,WD,Abnorml,170000,32
856,6897,Pave,Corner,Sawyer,1Fam,1Story,1962,2010,Gable,SBrkr,1040,3,6,Detchd,4,2010,WD,Normal,127000,0
857,10970,Pave,Inside,CollgCr,1Fam,SLvl,1978,1978,Gable,SBrkr,1026,3,5,Detchd,10,2008,WD,Normal,147000,30
858,8125,Pave,Inside,Gilbert,1Fam,2Story,1994,1995,Gable,SBrkr,1481,3,6,Attchd,3,2009,WD,Normal,174000,14
859,10400,Pave,Inside,NWAmes,1Fam,1Story,1976,1976,Gable,SBrkr,1370,3,6,Attchd,6,2009,WD,Family,152000,33
860,11029,Pave,Corner,NWAmes,1Fam,2Story,1968,1984,Gable,SBrkr,2654,4,9,Attchd,8,2006,WD,Normal,250000,22
861,7642,Pave,Corner,Crawfor,1Fam,1.5Fin,1918,1998,Gable,SBrkr,1426,3,7,Detchd,6,2007,WD,Normal,189950,9
862,11625,Pave,Inside,Sawyer,2fmCon,1Story,1965,1965,Hip,SBrkr,1039,3,6,Attchd,4,2010,WD,Normal,131500,45
863,9672,Pave,Corner,SawyerW,1Fam,1Story,1984,1985,Hip,SBrkr,1097,3,6,Attchd,5,2010,WD,Normal,152000,25
864,7931,Pave,Inside,NAmes,1Fam,1Story,1959,1959,Hip,SBrkr,1148,3,6,Attchd,7,2009,WD,Normal,132500,50
865,8640,Pave,Inside,Somerst,1Fam,1Story,2007,2008,Gable,SBrkr,1372,3,6,Attchd,5,2008,New,Partial,250580,0
866,8750,Pave,Inside,NAmes,1Fam,1Story,1970,1970,Gable,SBrkr,1002,3,5,Detchd,8,2009,WD,Normal,148500,39
867,10656,Pave,Inside,Timber,1Fam,1Story,2006,2007,Gable,SBrkr,1646,3,6,Attchd,11,2007,New,Partial,248900,0
868,6970,Pave,Corner,Sawyer,1Fam,1Story,1961,1961,Gable,SBrkr,1120,3,5,Attchd,5,2007,WD,Normal,129000,46
869,14762,Pave,Corner,Gilbert,1Fam,2Story,1948,1950,Gable,SBrkr,2320,2,7,Attchd,5,2006,WD,Normal,169000,56
870,9938,Pave,Inside,SawyerW,1Fam,2Story,1993,1994,Gable,SBrkr,1949,3,8,Attchd,6,2010,WD,Normal,236000,16
871,6600,Pave,Inside,NAmes,1Fam,1Story,1962,1962,Hip,SBrkr,894,2,5,Detchd,8,2009,WD,Normal,109500,47
872,8750,Pave,Inside,CollgCr,1Fam,2Story,1998,1998,Gable,SBrkr,1682,3,7,Attchd,6,2010,WD,Normal,200500,12
873,8892,Pave,Corner,NAmes,1Fam,1Story,1953,1996,Gable,SBrkr,910,3,5,Attchd,10,2008,WD,Normal,116000,12
874,12144,Pave,Inside,NAmes,1Fam,1Story,1949,1950,Gable,SBrkr,1268,3,6,Attchd,9,2009,WD,Normal,133000,59
875,5720,Pave,Inside,OldTown,1Fam,1.5Fin,1941,1950,Gable,SBrkr,1131,3,5,Detchd,8,2009,WD,Abnorml,66500,59
876,9000,Pave,Inside,Somerst,1Fam,2Story,2007,2007,Gable,SBrkr,2610,4,11,BuiltIn,8,2007,New,Partial,303477,0
877,25286,Pave,Inside,Mitchel,1Fam,1Story,1963,1963,Gable,SBrkr,1040,3,5,Attchd,1,2007,WD,Normal,132250,44
878,8834,Pave,Inside,NridgHt,1Fam,2Story,2004,2005,Hip,SBrkr,2224,4,10,Attchd,6,2009,WD,Normal,350000,4
879,11782,Pave,Inside,Sawyer,1Fam,SFoyer,1961,1995,Gable,SBrkr,1155,3,6,Detchd,6,2010,WD,Normal,148000,15
880,7000,Pave,CulDSac,CollgCr,1Fam,1Story,1978,2005,Gable,SBrkr,864,3,6,Attchd,7,2009,WD,Normal,136500,4
881,7024,Pave,Inside,Edwards,1Fam,1Story,2005,2006,Gable,SBrkr,1090,2,5,Attchd,6,2007,WD,Normal,157000,1
882,13758,Pave,CulDSac,Timber,1Fam,1.5Fin,1990,1991,Gable,SBrkr,1717,3,7,Attchd,4,2007,WD,Normal,187500,16
883,9636,Pave,Corner,Gilbert,1Fam,2Story,1992,1993,Gable,SBrkr,1593,3,7,BuiltIn,12,2009,WD,Normal,178000,16
884,6204,Pave,Inside,SWISU,1Fam,2.5Fin,1912,1950,Gable,SBrkr,2230,5,10,Detchd,3,2006,WD,Normal,118500,56
885,7150,Pave,Inside,NAmes,1Fam,1Story,1967,1967,Gable,SBrkr,892,3,5,Attchd,7,2009,WD,Normal,100000,42
886,5119,Pave,CulDSac,Somerst,TwnhsE,1Story,1999,2000,Gable,SBrkr,1709,2,5,Attchd,1,2008,CWD,Abnorml,328900,8
887,8393,Pave,Corner,NAmes,Duplex,1Story,1959,2005,Gable,SBrkr,1712,4,8,Attchd,6,2006,WD,Family,145000,1
888,16466,Pave,Inside,Edwards,1Fam,1.5Fin,1955,1955,Gable,SBrkr,1393,3,8,Attchd,4,2008,WD,Normal,135500,53
889,15865,Pave,Inside,NAmes,1Fam,1Story,1970,1970,Flat,SBrkr,2217,4,8,Attchd,10,2007,WD,Normal,268000,37
890,12160,Pave,Inside,NAmes,1Fam,1Story,1953,1953,Hip,SBrkr,1505,2,6,Attchd,2,2009,WD,Normal,149500,56
891,8064,Pave,Corner,NAmes,1Fam,1.5Fin,1949,2006,Gable,SBrkr,924,3,6,Detchd,7,2007,WD,Normal,122900,1
892,11184,Pave,Inside,Sawyer,1Fam,2Story,1978,1978,Hip,SBrkr,1683,3,7,Attchd,7,2009,WD,Normal,172500,31
893,8414,Pave,Inside,Sawyer,1Fam,1Story,1963,2003,Hip,SBrkr,1068,3,6,Attchd,2,2006,WD,Normal,154500,3
894,13284,Pave,Inside,Sawyer,1Fam,1Story,1954,1954,Gable,SBrkr,1383,3,6,Attchd,6,2008,WD,Normal,165000,54
895,7018,Pave,Inside,SawyerW,Duplex,1Story,1979,1979,Gable,SBrkr,1535,4,8,Attchd,6,2009,WD,Alloca,118858,30
896,7056,Pave,Inside,NAmes,1Fam,2Story,1963,1963,Hip,SBrkr,1796,4,8,Attchd,10,2008,WD,Normal,140000,45
897,8765,Pave,Inside,IDOTRR,1Fam,1Story,1936,1950,Gable,SBrkr,951,2,6,Detchd,4,2006,WD,Abnorml,106500,56
898,7018,Pave,Inside,SawyerW,Duplex,2Story,1979,1979,Gable,SBrkr,2240,6,12,Detchd,6,2009,WD,Alloca,142953,30
899,12919,Pave,Inside,NridgHt,1Fam,1Story,2009,2010,Hip,SBrkr,2364,2,11,Attchd,3,2010,New,Partial,611657,0
900,6993,Pave,Inside,Sawyer,1Fam,1Story,1961,1994,Gable,SBrkr,1236,3,6,Attchd,6,2006,WD,Normal,135000,12
901,7340,Pave,Inside,NAmes,1Fam,1Story,1971,1971,Gable,SBrkr,858,2,4,Detchd,6,2007,WD,Normal,110000,36
902,8712,Pave,Inside,NAmes,1Fam,1Story,1957,2000,Hip,SBrkr,1306,2,5,Detchd,5,2009,WD,Normal,153000,9
903,7875,Pave,Inside,Gilbert,1Fam,2Story,2003,2003,Gable,SBrkr,1509,3,8,Attchd,7,2006,WD,Normal,180000,3
904,14859,Pave,CulDSac,Gilbert,1Fam,1Story,2006,2006,Hip,SBrkr,1670,3,7,Attchd,8,2006,New,Partial,240000,0
905,6173,Pave,Inside,Sawyer,1Fam,1Story,1967,1967,Gable,SBrkr,902,3,6,Attchd,8,2007,WD,Normal,125500,40
906,9920,Pave,Inside,NAmes,1Fam,1Story,1954,1954,Gable,SBrkr,1063,3,6,Attchd,2,2010,WD,Normal,128000,56
907,13501,Pave,Corner,Somerst,1Fam,1Story,2006,2006,Gable,SBrkr,1636,3,8,Attchd,6,2007,WD,Normal,255000,1
908,11500,Pave,Inside,Crawfor,1Fam,1.5Fin,1936,1987,Gable,SBrkr,2057,3,6,Attchd,6,2006,WD,Normal,250000,19
909,8885,Pave,Inside,Mitchel,1Fam,1Story,1983,1983,Gable,SBrkr,902,2,5,Attchd,6,2006,WD,Normal,131000,23
910,12589,Pave,Inside,Gilbert,1Fam,2Story,2005,2005,Gable,SBrkr,1484,3,8,Attchd,6,2009,WD,Normal,174000,4
911,11600,Pave,Corner,NAmes,Duplex,2Story,1960,1960,Gable,FuseA,2274,5,12,Detchd,1,2010,WD,Normal,154300,50
912,9286,Pave,CulDSac,CollgCr,1Fam,1Story,1977,1989,Gable,SBrkr,1268,3,5,Detchd,10,2009,WD,Normal,143500,20
913,6120,Pave,Inside,BrkSide,1Fam,1Story,1925,1950,Gable,SBrkr,1015,3,6,Detchd,7,2006,WD,Abnorml,88000,56
914,6270,Pave,Inside,Crawfor,Duplex,2Story,1949,1950,Gable,FuseA,2002,4,8,2Types,8,2007,WD,Normal,145000,57
915,3000,Pave,Inside,Somerst,TwnhsE,2Story,2009,2009,Gable,SBrkr,1224,2,4,Detchd,6,2009,New,Partial,173733,0
916,2001,Pave,Inside,MeadowV,Twnhs,2Story,1970,1970,Gable,SBrkr,1092,3,6,Attchd,1,2007,WD,Normal,75000,37
917,9000,Pave,Inside,IDOTRR,1Fam,1Story,1949,1950,Gable,FuseA,480,1,4,Detchd,10,2006,WD,Abnorml,35311,56
918,17140,Pave,Inside,Edwards,1Fam,1Story,1956,1956,Gable,FuseA,1229,3,6,Attchd,4,2009,WD,Normal,135000,53
919,13125,Pave,Corner,SawyerW,1Fam,2Story,1991,1991,Gable,SBrkr,2127,4,8,Attchd,11,2007,WD,Normal,238000,16
920,11029,Pave,Corner,NAmes,1Fam,1Story,1958,2002,Hip,SBrkr,1414,3,6,Attchd,5,2008,WD,Normal,176500,6
921,8462,Pave,Inside,SawyerW,1Fam,2Story,1994,1994,Gable,SBrkr,1721,3,7,Attchd,7,2007,WD,Normal,201000,13
922,8777,Pave,Inside,Edwards,Duplex,1.5Fin,1900,2003,Gable,SBrkr,2200,4,9,NA,9,2008,WD,Normal,145900,5
923,10237,Pave,Inside,Gilbert,1Fam,1Story,2005,2006,Gable,SBrkr,1316,3,6,Attchd,10,2006,New,Partial,169990,0
924,8012,Pave,Inside,SawyerW,TwnhsE,1Story,1993,1994,Gable,SBrkr,1617,2,5,Attchd,7,2008,WD,Normal,193000,14
925,10240,Pave,Inside,NWAmes,1Fam,1Story,1980,1980,Gable,SBrkr,1686,3,7,Attchd,5,2006,WD,Normal,207500,26
926,15611,Pave,Corner,NWAmes,1Fam,1Story,1977,1977,Gable,SBrkr,1126,3,6,Attchd,3,2008,WD,Abnorml,175000,31
927,11999,Pave,Inside,NridgHt,1Fam,2Story,2003,2004,Hip,SBrkr,2374,4,10,BuiltIn,5,2007,WD,Normal,285000,3
928,9900,Pave,Inside,NWAmes,1Fam,2Story,1968,1968,Gable,SBrkr,1978,4,9,Attchd,4,2008,WD,Normal,176000,40
929,11838,Pave,Inside,CollgCr,1Fam,1Story,2001,2001,Hip,SBrkr,1788,3,7,Attchd,6,2009,WD,Normal,236500,8
930,13006,Pave,Corner,Gilbert,1Fam,2Story,1997,1997,Gable,SBrkr,2236,4,8,BuiltIn,11,2006,WD,Normal,222000,9
931,8925,Pave,Inside,Timber,1Fam,1Story,2007,2007,Gable,SBrkr,1466,3,7,Attchd,7,2009,WD,Normal,201000,2
932,9100,Pave,Inside,NAmes,1Fam,1Story,1965,1965,Gable,SBrkr,925,2,5,Detchd,7,2009,WD,Normal,117500,44
933,11670,Pave,Corner,Somerst,1Fam,1Story,2006,2006,Hip,SBrkr,1905,3,8,Attchd,3,2007,WD,Normal,320000,1
934,8487,Pave,FR2,CollgCr,1Fam,1Story,2004,2004,Gable,SBrkr,1500,3,6,Attchd,8,2009,WD,Normal,190000,5
935,27650,Pave,Inside,NAmes,1Fam,1Story,1960,2007,Flat,SBrkr,2069,4,9,Attchd,11,2008,WD,Normal,242000,1
936,5825,Pave,Inside,BrkSide,1Fam,1Story,1926,1953,Gable,SBrkr,747,1,5,Detchd,6,2006,WD,Normal,79900,53
937,10083,Pave,Inside,SawyerW,1Fam,1Story,2003,2003,Gable,SBrkr,1200,2,5,Attchd,8,2009,WD,Normal,184900,6
938,9675,Pave,Inside,Somerst,1Fam,2Story,2005,2005,Gable,SBrkr,1971,3,8,Attchd,2,2009,WD,Normal,253000,4
939,8760,Pave,Inside,CollgCr,1Fam,2Story,2006,2006,Gable,SBrkr,1962,3,7,Attchd,8,2006,New,Partial,239799,0
940,24090,Pave,Inside,ClearCr,1Fam,2Story,1940,1950,Gable,SBrkr,2403,4,10,Attchd,6,2010,COD,Normal,244400,60
941,12640,Pave,Inside,Mitchel,Duplex,1Story,1976,1976,Gable,SBrkr,1728,4,8,Attchd,7,2006,WD,Normal,150900,30
942,8755,Pave,FR2,Gilbert,1Fam,2Story,1999,1999,Gable,SBrkr,2060,3,8,BuiltIn,6,2009,WD,Normal,214000,10
943,7711,Pave,Inside,Edwards,Duplex,1Story,1977,1977,Gable,SBrkr,1440,4,8,NA,8,2007,Oth,Abnorml,150000,30
